Date,Time,Event,Details
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-04-30","23:38:13","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-04-30","23:41:07","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-04-30","23:45:38","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-04-30","23:52:27","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-04-30","23:56:16","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-05-01","00:20:25","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-05-01","00:22:47","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: atacseq.metrics.txt → key: atacseq"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: basic.metrics.txt → key: basic"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: chic.metrics.txt → key: chic"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: chipseq.metrics.txt → key: chipseq"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: ctp.metrics.txt → key: ctp"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: hic.metrics.txt → key: hic"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: pdxrnaseq.metrics.txt → key: pdxrnaseq"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: pdxrnaseqR2.metrics.txt → key: pdxrnaseqr2"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: pdxwgs.metrics.txt → key: pdxwgs"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: rnaseq.metrics.txt → key: rnaseq"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: rnaseqR2.metrics.txt → key: rnaseqr2"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: rrbs.metrics.txt → key: rrbs"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: wes.metrics.txt → key: wes"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: wgbs.metrics.txt → key: wgbs"
"2025-05-01","08:41:39","[CACHE LOAD]","Loaded file into cache: wgs.metrics.txt → key: wgs"
"2025-05-01","08:46:29","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:46:29","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/atacseq.metrics.txt"
"2025-05-01","08:46:30","[CACHE ACCESS]","Accessing metrics for: basic"
"2025-05-01","08:46:30","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/basic.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: chic"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/chic.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: chipseq"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/chipseq.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: ctp"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/ctp.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: hic"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/hic.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: pdxrnaseq"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/pdxrnaseq.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: pdxrnaseqr2"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/pdxrnaseqR2.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: pdxwgs"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/pdxwgs.metrics.txt"
"2025-05-01","08:46:36","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:46:36","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/rnaseq.metrics.txt"
"2025-05-01","08:46:45","[CACHE ACCESS]","Accessing metrics for: rnaseqr2"
"2025-05-01","08:46:45","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/rnaseqR2.metrics.txt"
"2025-05-01","08:46:48","[CACHE ACCESS]","Accessing metrics for: rrbs"
"2025-05-01","08:46:48","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/rrbs.metrics.txt"
"2025-05-01","08:46:48","[CACHE ACCESS]","Accessing metrics for: wes"
"2025-05-01","08:46:48","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/wes.metrics.txt"
"2025-05-01","08:46:48","[CACHE ACCESS]","Accessing metrics for: wgbs"
"2025-05-01","08:46:48","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/wgbs.metrics.txt"
"2025-05-01","08:46:48","[CACHE ACCESS]","Accessing metrics for: wgs"
"2025-05-01","08:46:48","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/wgs.metrics.txt"
"2025-05-01","08:47:09","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:09","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:09","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: basic"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: chic"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: chipseq"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: ctp"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: hic"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: pdxrnaseq"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: pdxrnaseqr2"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: pdxwgs"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: rnaseqr2"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: rrbs"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: wes"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: wgbs"
"2025-05-01","08:47:43","[CACHE ACCESS]","Accessing metrics for: wgs"
"2025-05-01","08:47:48","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:48","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:48","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: basic"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: chic"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: chipseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: ctp"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: hic"
"2025-05-01","08:47:50","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/hic.metrics.txt"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: pdxrnaseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: pdxrnaseqr2"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: pdxwgs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: rnaseqr2"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: rrbs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: wes"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: wgbs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: wgs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: basic"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: chic"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: chipseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: ctp"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: hic"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: pdxrnaseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: pdxrnaseqr2"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: pdxwgs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: rnaseqr2"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: rrbs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: wes"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: wgbs"
"2025-05-01","08:47:50","[CACHE ACCESS]","Accessing metrics for: wgs"
"2025-05-01","08:48:09","[FILE UPDATE]","Re-reading speciesid.metrics.csv"
"2025-05-01","08:48:09","[CACHE ACCESS]","Accessed speciesQCAlignmentMetric from global cache"
"2025-05-01","08:48:14","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:48:15","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: basic"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: chic"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: chipseq"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: ctp"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: hic"
"2025-05-01","08:55:38","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/hic.metrics.txt"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: pdxrnaseq"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: pdxrnaseqr2"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: pdxwgs"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: rnaseqr2"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: rrbs"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: wes"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: wgbs"
"2025-05-01","08:55:38","[CACHE ACCESS]","Accessing metrics for: wgs"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: atacseq"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: basic"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: chic"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: chipseq"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: ctp"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: hic"
"2025-05-01","09:05:29","[FILE READ]","Reading file: /srv/shiny-server/.InputDatabase/hic.metrics.txt"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: pdxrnaseq"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: pdxrnaseqr2"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: pdxwgs"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: rnaseq"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: rnaseqr2"
"2025-05-01","09:05:29","[CACHE ACCESS]","Accessing metrics for: rrbs"
